CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,P21,PP04D_COD,P47T,REGION,AGLOMERADO,TRIMESTRE,ANO4
1,8.0,5,4,1,Menor de 10 años,3,103000.0,0.0,,0.0,1,33,1,2024
2,7.0,5,4,1,Menor de 10 años,3,103000.0,0.0,,0.0,1,33,1,2024
2,63.0,5,1,6,Ocupado,0,1050000.0,700000.0,40311.0,1050000.0,1,33,1,2024
1,71.0,2,1,2,Inactivo,4,0.0,0.0,,,1,33,1,2024
2,66.0,2,1,1,Inactivo,1,0.0,0.0,,215000.0,1,33,1,2024
2,41.0,2,4,4,Ocupado,0,80625.0,30000.0,30113.0,30000.0,1,33,1,2024
1,15.0,5,4,3,Inactivo,3,80625.0,0.0,,0.0,1,33,1,2024
2,9.0,5,4,1,Menor de 10 años,3,80625.0,0.0,,0.0,1,33,1,2024
2,47.0,2,1,3,Ocupado,0,0.0,-9.0,40312.0,,1,33,1,2024
1,51.0,2,1,4,Ocupado,0,0.0,200000.0,47333.0,200000.0,1,33,1,2024
1,21.0,1,1,4,Ocupado,0,0.0,-9.0,30333.0,,1,33,1,2024
1,18.0,5,1,3,Inactivo,3,0.0,0.0,,0.0,1,33,1,2024
2,28.0,5,4,3,Inactivo,3,0.0,0.0,,45000.0,1,33,1,2024
2,23.0,1,1,4,Ocupado,0,0.0,-9.0,30333.0,,1,33,1,2024
1,9.0,5,4,1,Menor de 10 años,3,0.0,0.0,,0.0,1,33,1,2024
1,72.0,4,1,2,Ocupado,0,0.0,-9.0,33114.0,,1,33,1,2024
1,59.0,1,1,4,Ocupado,0,460000.0,400000.0,30332.0,600000.0,1,33,1,2024
2,58.0,1,1,4,Ocupado,0,460000.0,120000.0,50331.0,180000.0,1,33,1,2024
1,21.0,5,1,5,Ocupado,0,460000.0,400000.0,81332.0,600000.0,1,33,1,2024
2,53.0,5,4,3,Inactivo,4,179500.0,0.0,,359000.0,1,33,1,2024
2,18.0,5,4,5,Inactivo,3,179500.0,0.0,,0.0,1,33,1,2024
2,68.0,3,1,6,Ocupado,0,170000.0,20000.0,80123.0,170000.0,1,33,1,2024
1,31.0,1,4,4,Ocupado,0,60600.0,180000.0,58313.0,180000.0,1,33,1,2024
2,35.0,1,4,2,Inactivo,4,60600.0,0.0,,123000.0,1,33,1,2024
1,13.0,5,4,2,Inactivo,7,60600.0,0.0,,0.0,1,33,1,2024
2,6.0,5,4,7,Menor de 10 años,7,60600.0,0.0,,0.0,1,33,1,2024
1,-1.0,5,4,7,Menor de 10 años,5,60600.0,0.0,,0.0,1,33,1,2024
2,69.0,5,1,1,Inactivo,4,225000.0,0.0,,225000.0,1,33,1,2024
1,48.0,1,1,4,Ocupado,0,0.0,600000.0,72313.0,603000.0,1,33,1,2024
2,40.0,1,4,4,Ocupado,0,0.0,-9.0,57113.0,,1,33,1,2024
2,8.0,5,1,1,Menor de 10 años,3,0.0,0.0,,0.0,1,33,1,2024
2,38.0,1,4,5,Ocupado,0,150000.0,150000.0,40112.0,150000.0,1,32,1,2024
2,7.0,5,4,1,Menor de 10 años,3,150000.0,0.0,,0.0,1,32,1,2024
1,35.0,1,4,1,Ocupado,0,150000.0,300000.0,82312.0,300000.0,1,32,1,2024
2,31.0,1,1,6,Ocupado,0,0.0,-9.0,40111.0,,1,32,1,2024
1,40.0,1,1,5,Ocupado,0,0.0,500000.0,34133.0,500000.0,1,32,1,2024
1,47.0,2,1,6,Ocupado,0,1331666.67,1997500.0,41313.0,3995000.0,1,32,1,2024
2,39.0,2,1,6,Inactivo,4,1331666.67,0.0,,0.0,1,32,1,2024
2,-1.0,5,13,7,Menor de 10 años,5,1331666.67,0.0,,0.0,1,32,1,2024
1,34.0,1,1,5,Ocupado,0,407500.0,65000.0,10203.0,65000.0,1,32,1,2024
2,28.0,1,1,6,Ocupado,0,407500.0,750000.0,41312.0,750000.0,1,32,1,2024
1,70.0,3,12,6,Ocupado,0,630000.0,400000.0,41132.0,630000.0,1,32,1,2024
2,58.0,3,2,6,Ocupado,0,200000.0,400000.0,41312.0,400000.0,1,32,1,2024
2,53.0,5,2,3,Inactivo,4,200000.0,0.0,,0.0,1,32,1,2024
2,78.0,4,1,6,Inactivo,1,0.0,0.0,,,1,32,1,2024
1,29.0,5,1,4,Ocupado,0,0.0,481000.0,10333.0,481000.0,1,33,1,2024
2,30.0,3,4,4,Ocupado,0,0.0,-9.0,55314.0,,1,33,1,2024
2,5.0,5,4,7,Menor de 10 años,5,0.0,0.0,,0.0,1,33,1,2024
1,57.0,1,1,4,Ocupado,0,456666.67,520000.0,80203.0,780000.0,1,33,1,2024
2,50.0,1,1,3,Ocupado,0,456666.67,175000.0,30333.0,260000.0,1,33,1,2024
1,29.0,5,1,5,Ocupado,0,456666.67,220000.0,10333.0,330000.0,1,33,1,2024
1,70.0,2,1,4,Ocupado,0,257500.0,100000.0,30113.0,360000.0,1,33,1,2024
2,66.0,2,1,3,Inactivo,4,257500.0,0.0,,155000.0,1,33,1,2024
2,59.0,1,1,4,Ocupado,0,340000.0,350000.0,10333.0,350000.0,1,33,1,2024
1,59.0,1,1,3,Ocupado,0,340000.0,450000.0,34123.0,450000.0,1,33,1,2024
2,90.0,4,1,1,Inactivo,1,340000.0,0.0,,220000.0,1,33,1,2024
2,26.0,1,4,5,Inactivo,3,0.0,0.0,,20000.0,1,33,1,2024
1,40.0,1,4,4,Ocupado,0,0.0,-9.0,30313.0,,1,33,1,2024
2,5.0,5,4,7,Menor de 10 años,5,0.0,0.0,,0.0,1,33,1,2024
2,29.0,1,1,6,Ocupado,0,585000.0,380000.0,20332.0,570000.0,1,33,1,2024
1,30.0,1,1,6,Ocupado,0,585000.0,400000.0,48332.0,600000.0,1,33,1,2024
1,58.0,2,1,2,Ocupado,0,265000.0,350000.0,80313.0,525000.0,1,33,1,2024
1,56.0,2,1,4,Ocupado,0,0.0,-9.0,80323.0,,1,33,1,2024
2,49.0,2,1,4,Ocupado,0,0.0,-9.0,40312.0,,1,33,1,2024
2,43.0,5,4,5,Ocupado,0,0.0,-9.0,41112.0,,1,32,1,2024
1,18.0,5,4,4,Inactivo,4,0.0,0.0,,0.0,1,32,1,2024
1,75.0,2,1,4,Inactivo,1,255000.0,0.0,,270000.0,1,32,1,2024
2,76.0,2,1,4,Inactivo,1,255000.0,0.0,,240000.0,1,32,1,2024
1,46.0,2,12,5,Ocupado,0,655500.0,536000.0,81332.0,576000.0,1,32,1,2024
2,39.0,2,12,4,Ocupado,0,655500.0,670000.0,72333.0,735000.0,1,32,1,2024
2,43.0,3,1,5,Ocupado,0,0.0,-9.0,56314.0,,1,32,1,2024
1,15.0,5,1,3,Inactivo,3,0.0,0.0,,0.0,1,32,1,2024
2,50.0,2,1,2,Ocupado,0,265000.0,180000.0,55314.0,270000.0,1,33,1,2024
2,29.0,5,4,4,Ocupado,0,265000.0,0.0,80333.0,0.0,1,33,1,2024
2,67.0,4,1,5,Inactivo,1,0.0,0.0,,212500.0,1,33,1,2024
1,32.0,5,1,4,Ocupado,0,0.0,-9.0,30113.0,,1,33,1,2024
1,69.0,3,1,2,Inactivo,7,0.0,0.0,,135000.0,1,33,1,2024
1,51.0,2,1,3,Ocupado,0,100000.0,200000.0,34123.0,500000.0,1,33,1,2024
2,57.0,2,1,2,Inactivo,4,100000.0,0.0,,0.0,1,33,1,2024
2,79.0,4,1,1,Inactivo,7,100000.0,0.0,,0.0,1,33,1,2024
2,29.0,5,1,3,Desocupado,0,100000.0,0.0,,0.0,1,33,1,2024
1,6.0,5,1,1,Menor de 10 años,3,100000.0,0.0,,0.0,1,33,1,2024
2,48.0,5,1,6,Ocupado,0,0.0,-9.0,40312.0,,1,33,1,2024
1,31.0,5,1,4,Ocupado,0,0.0,-9.0,80313.0,,1,33,1,2024
2,62.0,3,1,4,Inactivo,1,315000.0,0.0,,315000.0,1,33,1,2024
2,24.0,5,4,4,Inactivo,4,0.0,0.0,,0.0,1,33,1,2024
2,21.0,5,4,4,Desocupado,0,0.0,0.0,,,1,33,1,2024
2,18.0,5,4,3,Inactivo,3,0.0,0.0,,0.0,1,33,1,2024
1,2.0,5,4,7,Menor de 10 años,5,0.0,0.0,,0.0,1,33,1,2024
2,64.0,3,1,2,Inactivo,4,41750.0,0.0,,67000.0,1,33,1,2024
2,33.0,5,4,5,Ocupado,0,41750.0,60000.0,41312.0,60000.0,1,33,1,2024
1,16.0,5,4,3,Inactivo,3,41750.0,0.0,,20000.0,1,33,1,2024
1,12.0,5,4,3,Inactivo,3,41750.0,0.0,,20000.0,1,33,1,2024
2,27.0,1,4,4,Ocupado,0,0.0,91000.0,30314.0,144000.0,1,33,1,2024
1,28.0,1,4,3,Ocupado,0,0.0,200000.0,72314.0,200000.0,1,33,1,2024
1,5.0,5,4,7,Menor de 10 años,5,0.0,0.0,,0.0,1,33,1,2024
2,32.0,5,4,3,Ocupado,0,0.0,78000.0,30314.0,138000.0,1,33,1,2024
1,8.0,5,4,1,Menor de 10 años,3,0.0,0.0,,0.0,1,33,1,2024
1,4.0,5,4,7,Menor de 10 años,5,0.0,0.0,,0.0,1,33,1,2024
1,39.0,2,4,2,Desocupado,0,0.0,0.0,,,1,33,1,2024
2,24.0,1,4,5,Desocupado,0,225000.0,0.0,,0.0,1,33,1,2024
1,24.0,1,1,5,Ocupado,0,225000.0,420000.0,36333.0,450000.0,1,33,1,2024
2,42.0,2,1,2,Ocupado,0,0.0,-9.0,57113.0,,1,33,1,2024
2,54.0,3,4,5,Ocupado,0,81000.0,110000.0,30313.0,122000.0,1,33,1,2024
1,30.0,5,4,3,Ocupado,0,81000.0,40000.0,72313.0,40000.0,1,33,1,2024
1,62.0,2,1,3,Ocupado,0,311250.0,450000.0,80323.0,625000.0,1,33,1,2024
2,55.0,2,1,6,Inactivo,1,311250.0,0.0,,600000.0,1,33,1,2024
2,19.0,5,1,5,Ocupado,0,311250.0,20000.0,20331.0,20000.0,1,33,1,2024
2,16.0,5,1,3,Inactivo,3,311250.0,0.0,,0.0,1,33,1,2024
2,39.0,5,4,2,Ocupado,0,62000.0,120000.0,55314.0,186000.0,1,33,1,2024
2,17.0,5,4,3,Inactivo,3,62000.0,0.0,,0.0,1,33,1,2024
2,2.0,5,4,7,Menor de 10 años,5,62000.0,0.0,,0.0,1,33,1,2024
1,63.0,5,1,1,Inactivo,4,160000.0,0.0,,160000.0,1,33,1,2024
1,39.0,5,1,5,Ocupado,0,0.0,-9.0,80333.0,,1,33,1,2024
2,45.0,3,1,6,Desocupado,0,66666.67,0.0,,200000.0,1,33,1,2024
1,19.0,5,1,5,Inactivo,3,66666.67,0.0,,0.0,1,33,1,2024
2,15.0,5,1,3,Inactivo,3,66666.67,0.0,,0.0,1,33,1,2024
2,25.0,1,1,5,Inactivo,4,119666.67,0.0,,67000.0,1,33,1,2024
2,4.0,5,1,7,Menor de 10 años,5,119666.67,0.0,,0.0,1,33,1,2024
1,26.0,1,1,6,Ocupado,0,119666.67,180000.0,72313.0,292000.0,1,33,1,2024
1,53.0,1,1,6,Ocupado,0,0.0,-9.0,30332.0,,1,33,1,2024
2,40.0,1,1,6,Inactivo,4,0.0,0.0,,0.0,1,33,1,2024
2,40.0,1,4,6,Desocupado,0,178750.0,0.0,,250000.0,1,33,1,2024
2,70.0,1,2,2,Inactivo,4,178750.0,0.0,,120000.0,1,33,1,2024
1,44.0,1,1,3,Ocupado,0,178750.0,230000.0,30314.0,345000.0,1,33,1,2024
2,15.0,5,1,3,Inactivo,3,178750.0,0.0,,0.0,1,33,1,2024
1,82.0,2,1,2,Inactivo,4,175000.0,0.0,,175000.0,1,33,1,2024
2,84.0,2,1,2,Inactivo,4,175000.0,0.0,,175000.0,1,33,1,2024
1,57.0,2,1,2,Ocupado,0,0.0,-9.0,30133.0,,1,32,1,2024
2,50.0,2,1,6,Ocupado,0,0.0,-9.0,41332.0,,1,32,1,2024
1,8.0,5,1,1,Menor de 10 años,3,0.0,0.0,,0.0,1,32,1,2024
1,87.0,2,1,6,Inactivo,1,265000.0,0.0,,280000.0,1,32,1,2024
2,78.0,2,1,6,Inactivo,1,265000.0,0.0,,250000.0,1,32,1,2024
1,55.0,4,1,6,Ocupado,0,450000.0,450000.0,40311.0,450000.0,1,32,1,2024
1,29.0,5,1,4,Ocupado,0,0.0,-9.0,5002.0,,1,33,1,2024
1,30.0,5,1,6,Ocupado,0,0.0,-9.0,5002.0,,1,33,1,2024
2,70.0,2,1,4,Inactivo,4,207000.0,0.0,,207000.0,1,32,1,2024
1,73.0,2,1,2,Inactivo,1,207000.0,0.0,,207000.0,1,32,1,2024
2,54.0,5,1,6,Inactivo,4,0.0,0.0,,0.0,1,32,1,2024
2,8.0,5,1,1,Menor de 10 años,3,0.0,0.0,,0.0,1,32,1,2024
2,71.0,4,1,6,Ocupado,0,705000.0,220000.0,10333.0,705000.0,1,32,1,2024
2,36.0,2,1,5,Ocupado,0,72000.0,144000.0,40312.0,144000.0,1,33,1,2024
1,12.0,5,1,3,Inactivo,3,72000.0,0.0,,0.0,1,33,1,2024
2,79.0,4,1,2,Inactivo,1,0.0,0.0,,305000.0,1,33,1,2024
2,51.0,4,4,3,Ocupado,0,0.0,-9.0,55314.0,,1,33,1,2024
2,26.0,5,4,4,Ocupado,0,0.0,-9.0,20313.0,,1,33,1,2024
1,23.0,1,1,3,Ocupado,0,65000.0,180000.0,34323.0,210000.0,1,33,1,2024
2,25.0,1,4,5,Inactivo,3,65000.0,0.0,,180000.0,1,33,1,2024
1,17.0,5,4,3,Inactivo,3,65000.0,0.0,,0.0,1,33,1,2024
2,9.0,5,4,1,Menor de 10 años,3,65000.0,0.0,,0.0,1,33,1,2024
1,6.0,5,4,1,Menor de 10 años,3,65000.0,0.0,,0.0,1,33,1,2024
1,1.0,5,1,7,Menor de 10 años,5,65000.0,0.0,,0.0,1,33,1,2024
1,51.0,3,1,3,Ocupado,0,400000.0,400000.0,34123.0,400000.0,1,33,1,2024
2,82.0,4,1,6,Inactivo,1,0.0,0.0,,,1,33,1,2024
2,58.0,5,1,6,Ocupado,0,0.0,-9.0,41331.0,,1,33,1,2024
1,57.0,3,1,6,Ocupado,0,0.0,-9.0,81131.0,,1,33,1,2024
1,66.0,2,1,1,Inactivo,1,75000.0,0.0,,150000.0,1,33,1,2024
2,57.0,2,1,2,Inactivo,4,75000.0,0.0,,0.0,1,33,1,2024
2,57.0,2,4,3,Inactivo,4,102500.0,0.0,,120000.0,1,33,1,2024
1,57.0,2,1,2,Ocupado,0,102500.0,150000.0,80323.0,150000.0,1,33,1,2024
2,27.0,5,2,5,Ocupado,0,102500.0,140000.0,41331.0,140000.0,1,33,1,2024
2,15.0,5,4,3,Inactivo,3,102500.0,0.0,,0.0,1,33,1,2024
1,34.0,5,1,6,Ocupado,0,0.0,-9.0,20331.0,,1,32,1,2024
1,55.0,1,1,2,Ocupado,0,0.0,-9.0,90313.0,,1,33,1,2024
2,46.0,1,1,2,Ocupado,0,0.0,0.0,80313.0,72000.0,1,33,1,2024
2,28.0,3,1,4,Desocupado,0,0.0,0.0,,66000.0,1,33,1,2024
2,17.0,5,1,3,Inactivo,3,0.0,0.0,,0.0,1,33,1,2024
2,8.0,5,1,1,Menor de 10 años,3,0.0,0.0,,0.0,1,33,1,2024
2,51.0,3,1,5,Ocupado,0,0.0,600000.0,10333.0,,1,33,1,2024
1,23.0,5,1,5,Ocupado,0,0.0,250000.0,10333.0,250000.0,1,33,1,2024
2,60.0,3,1,6,Inactivo,1,0.0,0.0,,,1,33,1,2024
1,76.0,2,1,1,Inactivo,1,198250.0,0.0,,184000.0,1,33,1,2024
2,79.0,2,1,1,Inactivo,4,198250.0,0.0,,212500.0,1,33,1,2024
2,67.0,4,4,1,Ocupado,0,0.0,-9.0,30113.0,,1,33,1,2024
1,19.0,5,4,4,Ocupado,0,0.0,300000.0,35123.0,300000.0,1,33,1,2024
2,44.0,5,4,6,Ocupado,0,0.0,90000.0,80323.0,90000.0,1,33,1,2024
2,22.0,5,4,5,Ocupado,0,0.0,225000.0,30133.0,225000.0,1,33,1,2024
2,72.0,4,2,6,Inactivo,1,315000.0,0.0,,315000.0,1,33,1,2024
2,45.0,3,4,4,Ocupado,0,75000.0,0.0,53113.0,150000.0,1,33,1,2024
2,16.0,5,1,3,Inactivo,3,75000.0,0.0,,0.0,1,33,1,2024
1,76.0,4,1,2,Inactivo,1,60000.0,0.0,,180000.0,1,33,1,2024
2,37.0,5,4,2,Desocupado,0,60000.0,0.0,,120000.0,1,33,1,2024
1,13.0,5,4,3,Inactivo,3,60000.0,0.0,,0.0,1,33,1,2024
1,9.0,5,4,1,Menor de 10 años,3,60000.0,0.0,,0.0,1,33,1,2024
1,4.0,5,4,7,Menor de 10 años,5,60000.0,0.0,,0.0,1,33,1,2024
1,53.0,2,4,3,Ocupado,0,141428.57,200000.0,72314.0,200000.0,1,33,1,2024
2,48.0,2,4,3,Ocupado,0,141428.57,150000.0,55314.0,340000.0,1,33,1,2024
2,19.0,5,4,3,Inactivo,7,141428.57,0.0,,0.0,1,33,1,2024
2,19.0,5,4,3,Inactivo,7,141428.57,0.0,,0.0,1,33,1,2024
2,21.0,5,4,4,Inactivo,7,141428.57,0.0,,0.0,1,33,1,2024
2,41.0,3,4,3,Desocupado,0,8000.0,0.0,,40000.0,1,33,1,2024
2,21.0,5,4,3,Inactivo,3,8000.0,0.0,,0.0,1,33,1,2024
2,17.0,5,4,1,Inactivo,3,8000.0,0.0,,0.0,1,33,1,2024
1,13.0,5,4,3,Inactivo,7,8000.0,0.0,,0.0,1,33,1,2024
2,11.0,5,4,1,Inactivo,7,8000.0,0.0,,0.0,1,33,1,2024
1,34.0,2,1,3,Ocupado,0,81500.0,300000.0,80333.0,300000.0,1,33,1,2024
2,32.0,2,1,3,Inactivo,4,81500.0,0.0,,26000.0,1,33,1,2024
1,14.0,5,1,3,Inactivo,3,81500.0,0.0,,0.0,1,33,1,2024
2,-1.0,5,1,7,Menor de 10 años,5,81500.0,0.0,,0.0,1,33,1,2024
1,7.0,5,1,1,Menor de 10 años,3,43000.0,0.0,,0.0,1,33,1,2024
1,50.0,1,1,2,Ocupado,0,43000.0,200000.0,80313.0,200000.0,1,33,1,2024
2,43.0,1,4,2,Ocupado,0,43000.0,15000.0,55314.0,15000.0,1,33,1,2024
1,15.0,5,1,3,Inactivo,3,43000.0,0.0,,0.0,1,33,1,2024
1,10.0,5,1,1,Inactivo,3,43000.0,0.0,,0.0,1,33,1,2024
1,26.0,5,4,3,Ocupado,0,141428.57,450000.0,72314.0,450000.0,1,33,1,2024
1,5.0,5,4,7,Menor de 10 años,5,141428.57,0.0,,0.0,1,33,1,2024
2,68.0,2,1,6,Ocupado,0,0.0,-9.0,40111.0,,1,33,1,2024
1,71.0,2,1,6,Ocupado,0,0.0,-9.0,40111.0,,1,33,1,2024
2,26.0,5,1,5,Desocupado,0,0.0,0.0,,0.0,1,33,1,2024
1,91.0,5,1,7,Inactivo,4,212000.0,0.0,,212000.0,1,33,1,2024
2,36.0,1,1,6,Ocupado,0,700000.0,700000.0,35333.0,700000.0,1,33,1,2024
1,45.0,1,1,4,Ocupado,0,700000.0,700000.0,34323.0,700000.0,1,33,1,2024
2,85.0,4,1,2,Inactivo,4,0.0,0.0,,,1,33,1,2024
1,40.0,5,1,6,Ocupado,0,0.0,-9.0,99997.0,,1,33,1,2024
2,39.0,5,1,6,Ocupado,0,0.0,-9.0,41312.0,,1,33,1,2024
2,37.0,3,4,5,Ocupado,0,93000.0,89000.0,55314.0,279000.0,1,32,1,2024
1,12.0,5,4,3,Inactivo,3,93000.0,0.0,,0.0,1,32,1,2024
1,19.0,5,4,5,Inactivo,3,93000.0,0.0,,0.0,1,32,1,2024
2,68.0,4,1,6,Inactivo,1,141000.0,0.0,,141000.0,1,32,1,2024
2,39.0,1,4,4,Ocupado,0,78333.33,45000.0,33114.0,65000.0,1,32,1,2024
1,39.0,1,1,4,Ocupado,0,78333.33,170000.0,34323.0,170000.0,1,32,1,2024
1,5.0,5,4,1,Menor de 10 años,5,78333.33,0.0,,0.0,1,32,1,2024
2,93.0,4,2,6,Inactivo,1,800000.0,0.0,,800000.0,1,32,1,2024
1,79.0,2,1,4,Inactivo,1,0.0,0.0,,240000.0,1,32,1,2024
2,70.0,2,1,6,Inactivo,1,0.0,0.0,,,1,32,1,2024
2,39.0,5,1,6,Ocupado,0,362333.33,820000.0,7001.0,820000.0,1,32,1,2024
1,83.0,2,1,1,Inactivo,6,362333.33,0.0,,105000.0,1,32,1,2024
2,81.0,2,1,6,Inactivo,1,362333.33,0.0,,162000.0,1,32,1,2024
2,24.0,5,4,5,Ocupado,0,500000.0,200000.0,10333.0,500000.0,1,32,1,2024
1,34.0,1,1,6,Ocupado,0,626500.0,500000.0,72331.0,500000.0,1,32,1,2024
2,33.0,1,2,6,Ocupado,0,626500.0,450000.0,30333.0,753000.0,1,32,1,2024
1,92.0,2,12,3,Inactivo,1,137500.0,0.0,,115000.0,1,32,1,2024
2,82.0,2,12,4,Inactivo,1,137500.0,0.0,,160000.0,1,32,1,2024
1,28.0,1,1,6,Ocupado,0,620000.0,840000.0,40311.0,840000.0,1,32,1,2024
2,26.0,1,1,6,Ocupado,0,620000.0,400000.0,72132.0,400000.0,1,32,1,2024
1,29.0,1,4,2,Ocupado,0,0.0,-9.0,30123.0,,1,33,1,2024
2,34.0,1,1,4,Ocupado,0,0.0,200000.0,40312.0,200000.0,1,33,1,2024
1,7.0,5,1,1,Menor de 10 años,3,0.0,0.0,,0.0,1,33,1,2024
2,1.0,5,1,7,Menor de 10 años,5,0.0,0.0,,0.0,1,33,1,2024
1,51.0,2,1,4,Ocupado,0,0.0,-9.0,20313.0,,1,33,1,2024
2,52.0,2,1,4,Ocupado,0,0.0,-9.0,30333.0,,1,33,1,2024
1,28.0,5,1,5,Ocupado,0,0.0,-9.0,20313.0,,1,33,1,2024
1,34.0,5,4,3,Ocupado,0,190000.0,180000.0,72314.0,180000.0,1,33,1,2024
1,75.0,4,1,1,Inactivo,1,190000.0,0.0,,200000.0,1,33,1,2024
2,41.0,1,1,4,Ocupado,0,0.0,0.0,56314.0,90000.0,1,33,1,2024
1,44.0,1,1,2,Ocupado,0,0.0,0.0,5002.0,78000.0,1,33,1,2024
2,19.0,4,4,3,Ocupado,0,0.0,40000.0,57113.0,40000.0,1,33,1,2024
2,11.0,5,1,1,Inactivo,3,0.0,0.0,,0.0,1,33,1,2024
1,9.0,5,1,1,Menor de 10 años,3,0.0,0.0,,0.0,1,33,1,2024
2,3.0,5,1,7,Menor de 10 años,5,0.0,0.0,,0.0,1,33,1,2024
1,33.0,5,1,3,Ocupado,0,0.0,500000.0,72313.0,500000.0,1,33,1,2024
1,42.0,5,1,6,Ocupado,0,0.0,-9.0,72202.0,,1,32,1,2024
1,38.0,1,4,3,Ocupado,0,125500.0,220000.0,72313.0,220000.0,1,32,1,2024
2,38.0,1,4,3,Ocupado,0,125500.0,240000.0,80323.0,282000.0,1,32,1,2024
1,13.0,5,4,3,Inactivo,3,125500.0,0.0,,0.0,1,32,1,2024
1,8.0,5,4,1,Menor de 10 años,3,125500.0,0.0,,0.0,1,32,1,2024
1,72.0,2,1,3,Ocupado,0,0.0,-9.0,82113.0,,1,33,1,2024
1,21.0,1,4,2,Ocupado,0,0.0,200000.0,32331.0,,1,33,1,2024
1,50.0,1,1,5,Ocupado,0,805000.0,800000.0,34323.0,2250000.0,1,33,1,2024
2,52.0,1,1,6,Ocupado,0,805000.0,350000.0,41312.0,520000.0,1,33,1,2024
1,14.0,5,1,3,Inactivo,3,805000.0,0.0,,0.0,1,33,1,2024
2,33.0,5,1,6,Ocupado,0,805000.0,300000.0,41312.0,450000.0,1,33,1,2024
2,70.0,2,1,3,Inactivo,1,0.0,0.0,,225000.0,1,33,1,2024
2,41.0,5,1,6,Inactivo,4,130000.0,0.0,,130000.0,1,33,1,2024
1,48.0,2,1,4,Ocupado,0,125000.0,500000.0,48313.0,500000.0,1,33,1,2024
2,47.0,2,1,4,Inactivo,4,125000.0,0.0,,0.0,1,33,1,2024
1,15.0,5,1,3,Inactivo,3,125000.0,0.0,,0.0,1,33,1,2024
1,13.0,5,1,3,Inactivo,3,125000.0,0.0,,0.0,1,33,1,2024
1,44.0,1,12,6,Ocupado,0,500000.0,1000000.0,81331.0,1000000.0,1,32,1,2024
2,66.0,3,1,4,Ocupado,0,400000.0,500000.0,1001.0,500000.0,1,33,1,2024
1,42.0,5,1,4,Ocupado,0,400000.0,300000.0,10333.0,300000.0,1,33,1,2024
2,76.0,4,1,6,Inactivo,1,0.0,0.0,,,1,32,1,2024
1,17.0,5,1,5,Ocupado,0,0.0,-9.0,10333.0,,1,32,1,2024
1,57.0,2,12,5,Ocupado,0,228000.0,200000.0,41332.0,300000.0,1,32,1,2024
2,62.0,2,12,5,Inactivo,4,228000.0,0.0,,156000.0,1,32,1,2024
2,68.0,4,1,6,Inactivo,1,1275000.0,0.0,,1275000.0,1,32,1,2024
2,41.0,1,12,5,Ocupado,0,500000.0,1000000.0,20333.0,1000000.0,1,32,1,2024
1,15.0,5,12,3,Inactivo,3,500000.0,0.0,,0.0,1,32,1,2024
2,9.0,5,12,1,Menor de 10 años,3,500000.0,0.0,,0.0,1,32,1,2024
2,2.0,5,1,7,Menor de 10 años,5,751000.0,0.0,,0.0,1,32,1,2024
2,37.0,1,1,6,Ocupado,0,751000.0,603000.0,42331.0,603000.0,1,32,1,2024
1,42.0,1,1,6,Ocupado,0,751000.0,700000.0,45331.0,1650000.0,1,32,1,2024
2,13.0,5,4,3,Inactivo,3,0.0,0.0,,0.0,1,33,1,2024
2,12.0,5,4,3,Inactivo,3,0.0,0.0,,0.0,1,33,1,2024
1,46.0,3,1,3,Ocupado,0,0.0,70000.0,58313.0,,1,33,1,2024
1,79.0,2,1,4,Inactivo,1,0.0,0.0,,,1,33,1,2024
2,73.0,2,1,4,Inactivo,4,0.0,0.0,,150000.0,1,33,1,2024
2,40.0,1,4,1,Inactivo,4,0.0,0.0,,0.0,1,33,1,2024
1,39.0,1,4,1,Ocupado,0,0.0,-9.0,80314.0,,1,33,1,2024
1,36.0,3,4,4,Ocupado,0,60000.0,60000.0,58113.0,60000.0,1,33,1,2024
2,67.0,3,2,6,Inactivo,4,100000.0,0.0,,100000.0,1,33,1,2024
2,30.0,1,1,6,Ocupado,0,133333.33,200000.0,80313.0,200000.0,1,33,1,2024
1,36.0,1,4,3,Ocupado,0,133333.33,200000.0,80323.0,200000.0,1,33,1,2024
1,8.0,5,1,1,Menor de 10 años,3,133333.33,0.0,,0.0,1,33,1,2024
2,41.0,2,4,4,Ocupado,0,63200.0,20000.0,40112.0,250000.0,1,33,1,2024
1,44.0,2,4,5,Ocupado,0,63200.0,50000.0,72113.0,50000.0,1,33,1,2024
1,17.0,5,4,4,Inactivo,7,63200.0,0.0,,16000.0,1,33,1,2024
2,12.0,5,4,3,Inactivo,3,63200.0,0.0,,0.0,1,33,1,2024
2,23.0,5,4,4,Desocupado,0,0.0,0.0,,0.0,1,33,1,2024
1,19.0,5,4,4,Desocupado,0,0.0,0.0,,0.0,1,33,1,2024
1,12.0,5,4,1,Inactivo,3,0.0,0.0,,0.0,1,33,1,2024
2,8.0,5,4,1,Menor de 10 años,3,0.0,0.0,,0.0,1,33,1,2024
2,14.0,5,4,3,Inactivo,3,0.0,0.0,,0.0,1,33,1,2024
2,58.0,2,1,4,Inactivo,4,0.0,0.0,,0.0,1,33,1,2024
1,67.0,2,1,2,Ocupado,0,0.0,-9.0,80323.0,,1,33,1,2024
2,22.0,5,4,3,Inactivo,3,0.0,0.0,,17000.0,1,33,1,2024
